user_id,date,treatment,y,cost,log_propensity,propensity_score,age,income,education,gender_raw,region,z,domain,w_continuous,w_neg,z_neg,cluster_id,neighbor_exposure,channel,customer_segment,previous_purchases,engagement_score,gender
992,2024-01-01,1,928.428665454402,131.94353480523696,-0.0156536796329673,0.49608666000108,52.30447561763447,32193.928610974992,masters,Female,west,1,target,0.0815876095229672,0.4307036945699955,1.4398102495393632,0,0.2,social_media,standard,2,39.97674675085449,female
849,2024-01-01,1,1072.7913699937012,52.14494128048901,-0.1688331068559482,0.4578916992183488,18.0,122420.32118394802,bachelors,Female,south,1,target,-0.2651815934771422,0.2836136771571823,0.6104786706665972,46,0.5,social_media,standard,3,17.593382870829874,female
5185,2024-01-01,0,943.8946081324068,6.575652758374418,0.9108448423224182,0.7131730125081225,18.0,185519.1777974406,high_school,female,west,1,target,1.9782653217400603,2.2068939952625573,-1.244532285060451,37,0.3,paid_search,standard,1,39.64463982366834,female
7654,2024-01-01,0,656.033170979358,7.27397103730798,-0.4499042733923599,0.3893835261504838,49.27693588582328,22508.394968166634,bachelors,F,east,0,target,0.697365296047539,1.1857693963554146,-0.7703285637852907,29,0.7,email,premium,1,38.21390003223875,female
3072,2024-01-01,0,623.5233563458975,5.506395371163551,-0.6508746928673432,0.3427924543669962,25.32965464716148,34037.93306964732,bachelors,Female,east,1,target,1.0107644174647703,0.9156886847623388,-0.0866162530760717,22,0.2,paid_search,vip,6,38.16383553922845,female
1988,2024-01-01,1,993.9299061097746,19.97064346272105,0.0305678531871047,0.5076413683022082,49.24995964706677,69372.33467906651,bachelors,Male,south,1,source,0.2592265672755199,-0.0469418691369965,-0.6230495381294994,32,0.7,social_media,standard,3,26.520171991516573,male
8504,2024-01-01,0,600.8659862948927,4.114556735975133,-0.3406826866397623,0.4156436538549496,39.30757084045042,53613.12818642549,bachelors,Female,west,1,target,0.1851730734348697,2.3154674936077324,0.6257665486559738,24,0.7,display_ads,premium,3,17.247242128464517,female
1165,2024-01-01,1,971.5774178281482,62.84963964626727,0.0175824518181757,0.5043954997187721,61.93381906052093,51743.28494639881,bachelors,male,south,1,source,-0.1926338942811549,0.6611093338263891,-0.3214373947692077,8,0.1,display_ads,budget,4,9.86288124025923,male
3581,2024-01-01,1,824.6457087980598,72.84298608723907,-0.3812123689375332,0.4058345217305772,49.08270476686248,20502.656668197,high_school,Male,central,1,target,0.660534845216236,0.01309681734883,1.769525046382574,35,0.7,paid_search,standard,4,26.520171991516573,male
6553,2024-01-01,1,1027.7858142052428,47.02284085069277,0.0380944556771443,0.5095224623738981,60.17675760417683,62738.70149911935,bachelors,M,south,1,source,-0.4641385569879282,-0.1574744988796275,1.581640677953138,14,0.4,display_ads,premium,4,25.083425503880687,male
6667,2024-01-01,0,567.4871615097675,8.606454246576428,-0.6940208034613495,0.333139223186323,19.2111000104463,73146.90837033413,high_school,F,east,1,source,-0.5485594368680833,-0.1208375821286596,1.2730363820232156,0,0.7,email,budget,2,26.72704711998496,female
3276,2024-01-01,0,633.9475604249687,5.467377283342048,-0.4824730317501817,0.3816683250920367,44.01213083347092,19176.70010491905,masters,Female,east,1,target,-0.772413247343953,0.3702160765645474,-0.5325814473969628,49,0.6,display_ads,standard,5,22.9497956015723,female
6184,2024-01-01,0,878.7511299516167,9.523907896244546,0.1797306345002353,0.5448120927246018,60.34160071315488,66437.85210183883,bachelors,Female,east,1,source,0.042600496093748,-1.4968311047514251,-0.6888488475153507,12,0.3,direct_mail,premium,2,40.17843259456007,female
6356,2024-01-01,0,688.3424949175751,10.249484059753726,-0.0901607858873035,0.4774750601695803,55.55757208798006,32014.6994959448,masters,Female,west,1,target,-0.6072961130317625,1.447544452312057,-0.1930394771971552,11,0.6,paid_search,standard,3,37.33353954825141,female
447,2024-01-01,1,753.3177170789403,33.977988418918606,-0.679135221238133,0.3364543395768711,48.06652285552725,13427.518622200609,high_school,female,south,1,target,-0.3737043228534192,-0.7689922575350205,0.0648418727982498,30,0.5,direct_mail,budget,1,31.041769344489435,female
6605,2024-01-01,0,639.1551284659394,5.082851274899584,-0.725394052744719,0.326206283498485,35.33187566239478,44376.17437693633,high_school,M,north,0,target,-0.37896654880989,-0.5917937052297358,0.3155812929626451,30,0.8,email,standard,3,34.75679824279881,male
8020,2024-01-02,0,580.5120414567485,8.288790795466868,-0.6153942627105141,0.3508296778468125,34.411565791436274,26326.284149040548,bachelors,Female,east,0,source,1.1655578998517753,0.688481297745529,0.4180145788340677,44,0.8,paid_search,standard,4,11.818850029514316,female
8132,2024-01-02,1,788.593327960073,28.912166303319506,-0.1281159566053026,0.4680147485741242,52.98808882876515,15233.48041892583,masters,Female,north,1,source,0.2989373131506813,0.1188206570510301,0.7244634443385571,26,0.1,social_media,premium,4,34.47072013484258,female
207,2024-01-02,1,1013.9529778089902,79.9549534559102,0.0159219667169024,0.5039804075904772,39.32118547053495,85883.52511724691,bachelors,female,north,1,source,0.3533150306686717,-0.613865210495802,-0.9729994296528358,45,0.3,display_ads,standard,6,28.21530568264386,female
8075,2024-01-02,0,398.5903426704193,5.910648845618851,-1.3788504087466014,0.20119369264989861,18.0,12529.590772711335,bachelors,male,east,0,source,-1.0502405851645036,-0.9333021972381752,0.1245819617104426,30,0.2,email,premium,1,12.938910648805107,male
7134,2024-01-02,0,675.1240786161133,7.382642434402447,-0.0724069182941526,0.4819061748704282,47.4030594130565,39137.50007335369,masters,Male,central,0,source,0.4407844635559014,1.2569864941667257,-1.3722985665892629,21,0.8,social_media,premium,4,39.12846028685782,male
4759,2024-01-02,0,716.7823329264322,16.852687442773657,0.1278526767190922,0.5319197002528392,39.97728245577931,14304.9738508801,high_school,Male,central,0,source,2.092577010112449,-0.0578429574935129,2.341496374235549,12,0.2,display_ads,budget,1,60.71409995899535,male
3331,2024-01-02,1,1027.7957442330444,48.27750441207496,-0.0117428230690858,0.4970643279669216,46.94952265351346,70167.18253725037,bachelors,Female,north,1,target,0.2379744924407057,0.0143583116975683,-2.201872290664316,24,0.3,direct_mail,standard,3,17.133397856794794,female
64,2024-01-02,0,757.8518695842064,11.548288162099675,-0.0289593809546771,0.4927606606910183,34.32130385180269,72455.74620116946,masters,M,north,0,target,0.3002853999878719,-1.9717812481558477,-0.0382672777138963,44,0.8,paid_search,budget,1,8.579193672425601,male
1949,2024-01-02,0,668.6311125993956,12.042866322873586,-0.5775734375817941,0.3594911365658707,30.96063543078164,49301.26508784725,bachelors,male,west,0,source,0.551006014620503,0.7376325250651002,2.341496374235549,0,0.1,paid_search,budget,2,15.904121697829035,male
3153,2024-01-02,0,770.6258555519365,3.8596324302998513,0.1804994182388183,0.5450027382691542,75.1843624284466,27387.42824740179,high_school,Female,north,1,source,0.5146894359793431,-1.9993676311787227,2.0472623785984663,21,0.8,email,standard,3,32.85949416273186,female
7835,2024-01-02,0,796.322242425063,8.640360191766478,-0.1631727558711147,0.4592970817627772,60.701849343781,55000.88420633871,bachelors,Female,west,0,source,-0.63609292405061,-0.7306366936364211,1.110195918609776,37,0.6,display_ads,standard,4,24.707469138348085,female
9433,2024-01-02,1,628.3327135537933,63.6471224616987,-0.7370505611834901,0.3236494412256684,25.600412212839387,17171.608586744496,masters,Male,south,1,source,-0.1038744565386147,2.3154674936077324,-2.2950181016312565,6,0.8,paid_search,standard,1,14.238363029067964,male
5155,2024-01-02,0,717.6682074579536,7.481205607341471,-0.299239833030479,0.4257433228297957,47.81823686783088,54019.1015231369,bachelors,Male,west,1,source,-0.4789779280923262,-0.4714090258771787,1.0963064668142934,47,0.6,display_ads,vip,1,24.58559482820065,male
264,2024-01-02,0,533.572865989603,8.16453129315562,-0.8305642830692932,0.3035257687101669,34.584861651211455,22351.950063515244,masters,M,east,1,source,-1.7289050836433728,-2.095670580142442,-1.1893490599991354,6,0.2,direct_mail,standard,2,18.811792726774517,male
9294,2024-01-02,0,469.1150842269476,6.289359295582805,-1.215365898349674,0.2287529943983849,33.455647135087645,12752.756692872828,bachelors,Male,east,1,source,-1.5600320399007757,0.9712613311994176,0.0683659628907948,46,0.4,direct_mail,standard,5,49.6009636229666,male
8140,2024-01-02,0,625.4530243126991,8.318610291405255,-0.1963811193388779,0.4510618962164615,52.97906735941819,22338.626785336703,masters,Male,east,0,target,0.1032563280969556,1.1416033833074688,0.6058225495596083,32,0.4,paid_search,budget,2,12.615635600608574,male
1290,2024-01-02,1,622.2823420320531,57.1107502361002,-0.8888515661384353,0.2913468807102696,41.63624455524748,19097.20053161362,bachelors,Female,west,0,source,-0.5627423127976056,0.0544119147837043,0.2299084669564787,36,0.7,direct_mail,standard,4,60.24923469634194,female
1824,2024-01-02,0,632.7066637019049,7.022960031402896,-0.5538156629181302,0.3649795999613361,32.95980300359933,69412.58138615375,bachelors,male,west,1,target,-1.0356876842582723,-1.227922833464592,-0.1075111226518704,23,0.4,social_media,premium,5,42.001604059862,male
5357,2024-01-02,0,539.5917803237435,9.710508005054688,-0.8144099242441425,0.3069515645463645,26.102301178303776,38547.68208351241,bachelors,Female,north,1,target,-0.1096638432267086,1.1837927025933244,-0.4406027894120302,3,0.6,display_ads,standard,3,2.76153405635119,female
7014,2024-01-02,0,651.2399794716001,13.441220347554475,-0.7069185714318785,0.3302800804281517,39.88437022776634,42371.33122525023,bachelors,Male,central,0,target,-0.6415964411985389,-0.6662617538459543,-2.144831563214033,45,0.2,paid_search,budget,4,28.63164668436331,male
4250,2024-01-02,0,527.1101947851633,8.186228360887364,-0.9318368029231048,0.2825522156441898,25.65796445562191,38090.63201482597,bachelors,M,south,1,source,-0.6295120609190131,-0.3636636558771922,-0.0186848427576652,23,0.2,email,budget,7,26.045994826881724,male
4324,2024-01-02,0,404.25600552874647,5.062055627798193,-1.3788504087466014,0.20119369264989861,41.74762078713806,10000.0,high_school,female,south,0,source,-2.349677794822525,2.13522526988965,-1.7357753948551256,2,0.6,social_media,vip,1,17.438978071883472,female
6794,2024-01-02,1,820.770388300213,66.32461487418497,-0.2369421205570017,0.4410400540887258,48.58259696556196,38208.39783416331,bachelors,M,north,1,source,0.5466098089506304,-1.9269461800242236,-0.4492823747312751,26,0.7,direct_mail,standard,4,7.6093574142504785,male
2174,2024-01-02,0,644.3949657886011,5.048141096171431,-0.4643969324917738,0.3859432689980435,57.6762897634558,32332.14072453213,high_school,Male,east,1,source,-1.206220675031057,1.7301171625905685,-1.0510508722256868,30,0.8,paid_search,budget,3,39.84671537080818,male
2911,2024-01-02,0,411.1012129567788,5.15141611919655,-1.013973369703196,0.2662029762238628,23.48070265240258,28032.704992334227,bachelors,male,south,1,target,-0.3195723633729508,0.6816045984930353,-0.7725677018350395,5,0.2,social_media,budget,1,36.59298902937177,male
8485,2024-01-02,1,1104.5536387724662,56.6681387857064,0.3745887549962427,0.5925673163224184,51.09638936045904,87872.62660563058,high_school,male,north,1,target,0.8696735086537798,-0.803094563922786,-2.039555730894993,23,0.1,direct_mail,standard,2,28.979481240809235,male
6570,2024-01-03,1,718.913729286153,65.11476221318713,-0.5351387814475553,0.3693191484389074,47.53862161557156,23747.49386156308,bachelors,F,west,0,source,0.3830692381269146,-1.2896632300207589,-0.7174835551478601,31,0.6,direct_mail,budget,0,17.315659774927088,female
5525,2024-01-03,1,1087.2417332319706,79.8419249673541,0.1045411542804032,0.5261115121608773,62.11723011067383,49148.774227999376,masters,Male,north,0,source,-0.6464559510653356,0.5410608652775901,-0.6909595741507477,8,0.1,social_media,budget,1,26.520171991516573,male
1865,2024-01-03,0,463.6875765005077,6.884831627253543,-1.3788504087466014,0.20119369264989861,18.0,10000.0,bachelors,female,east,0,source,-0.4008783923614221,-0.0724490437389612,1.045851837248042,12,0.6,email,vip,2,2.76153405635119,female
7688,2024-01-03,1,681.02411820218,77.92145580053348,-0.5111849690103093,0.3749157822421754,42.54104612368104,18279.406193266237,bachelors,Female,north,0,source,1.2760002329170366,-0.8634308757911452,1.359169700611616,40,0.1,social_media,standard,3,44.978224498380655,female
1519,2024-01-03,1,606.8784077547247,82.45669687677501,-1.176679490335698,0.235649757873504,29.330451595757808,24063.69002497441,bachelors,Male,south,1,source,-1.519627112502992,0.8407619410994437,0.1439222598598831,31,0.4,paid_search,budget,1,33.97619869218679,male
2678,2024-01-03,0,668.5105693585705,6.9306026076426175,-0.1021590355891076,0.4744824300198313,54.50434968017225,74181.67592404294,bachelors,Male,west,1,target,-1.170313942164909,0.5190513571904237,-0.3691057626175452,13,0.1,email,standard,1,25.39890974578499,male
9796,2024-01-03,1,1675.9520691828693,28.325310361889237,1.1419958570917077,0.7580458922854268,36.7046943246424,200000.0,bachelors,Male,west,1,source,0.5395098529942967,-1.3530745940858462,0.4361400930993259,40,0.3,email,budget,1,45.00626495461745,male
896,2024-01-03,1,1037.9369459212742,83.6169420949014,-0.0188035517377247,0.495299250569811,47.91759024873381,64391.29372761882,high_school,F,central,1,target,0.3946585300570541,0.8125215718901257,-0.4839921053335476,0,0.5,social_media,vip,5,16.848604971961606,female
3770,2024-01-03,1,698.248715661028,31.591186015670235,-0.8929614933661415,0.2904990574490598,38.70674352988821,34537.50726368623,bachelors,Male,south,1,source,-1.562357183003839,2.3154674936077324,1.2245272656387216,48,0.5,direct_mail,premium,4,12.240798702430656,male
6846,2024-01-03,0,621.4978163764591,3.9280436562406655,-0.7877544852598551,0.312651028220867,38.53568956338886,22622.088635343,bachelors,Female,east,1,source,-0.4234458144053115,0.2383714945354557,0.6281513046928966,40,0.6,display_ads,standard,3,14.699828332724875,female
2658,2024-01-03,1,1010.0347100666784,79.45759677819595,-0.2389692279011775,0.4405403839264648,58.55248699190899,36677.25403936064,high_school,F,central,0,source,0.1160424593351801,-0.7270686849244401,-1.4662426433883364,46,0.8,direct_mail,standard,6,21.84457769659773,female
2322,2024-01-03,0,462.60220773096034,10.557816766994952,-1.0770165844840671,0.2540710154288421,24.736228341799364,33129.15345312537,bachelors,Male,central,1,target,-1.0151634292565426,1.8626995666038844,-2.2950181016312565,9,0.1,email,budget,2,18.844078245645843,male
2125,2024-01-03,0,2678.8522796434863,10.65379758102035,-0.062511588386889,0.4843771900081411,39.93890744317847,40127.72872557832,masters,Female,east,0,source,1.1871648774687913,0.2769481709677469,0.1476535568640363,11,0.8,direct_mail,standard,1,6.565128828344075,female
4490,2024-01-03,0,664.8736400827586,7.065088134330238,-0.6171430101477856,0.3504315077081263,31.880513575566404,52742.44154098732,bachelors,Female,south,1,source,-0.4108884853449338,1.361908232986518,0.679485423163901,16,0.7,paid_search,standard,3,32.196131833186286,female
2732,2024-01-03,0,575.2387453740291,7.76900187658676,-0.5792232287940937,0.359111348287888,45.67069390641825,31007.256292400834,bachelors,M,central,0,source,-0.0135483492323356,-2.0097761286264704,0.3296230743189439,37,0.2,social_media,budget,0,51.92029083930071,male
1578,2024-01-03,1,644.9815333248289,50.11364375185941,-0.7579071970508063,0.319100808732244,27.378257288064876,22985.276418801364,bachelors,female,east,1,source,0.8233744649994134,-1.2057559589145477,-0.7550690736773887,25,0.6,direct_mail,budget,1,41.38342047895171,female
9869,2024-01-03,0,455.38322736640816,5.35659170788691,-1.047053653798501,0.2597912814020598,33.492287149711416,15792.311843730076,bachelors,Male,south,0,target,-0.3741125761501468,1.0625030572045682,-0.1954765660250052,9,0.1,display_ads,standard,1,26.096282992043363,male
7870,2024-01-03,0,672.8360729066577,8.027708375402465,-0.1988691227850139,0.4504459292856809,54.91621630135357,13232.944815287296,bachelors,Male,west,1,source,1.352385515175208,-0.2931795405723679,0.4161876180818107,48,0.3,display_ads,premium,4,45.27427528370622,male
8223,2024-01-03,0,540.7717193906268,4.3298593590563845,-0.696461108827022,0.3325973120234319,28.49695712323133,25561.417983129137,bachelors,Female,south,1,source,0.8899278443853021,1.200735807793203,-1.0343362022102556,14,0.7,email,standard,1,26.520171991516573,female
3931,2024-01-03,0,448.005167500497,7.119468040124992,-1.2131094861578884,0.2291513256867986,18.0,31717.66542155588,high_school,F,central,1,source,-0.9514307018672378,-0.3899683932349196,0.4803206250347036,22,0.1,direct_mail,standard,1,29.451059791700896,female
8257,2024-01-03,0,602.7199899045131,4.995546640470576,-0.5140997719030987,0.3742329361506959,41.66601209793449,31025.80427835634,bachelors,F,west,0,source,0.7116097167732395,-0.7816824032653533,-0.1907332248370115,23,0.5,direct_mail,vip,4,52.26899620557587,female
4846,2024-01-03,1,898.163327741051,84.52762074222666,-0.1757002249097106,0.4561875953136776,48.68614451313255,39191.34660359327,high_school,Female,central,1,target,0.7933170939585285,1.208494205190927,0.2076182908734505,46,0.6,paid_search,standard,4,2.76153405635119,female
4206,2024-01-03,1,935.985629818154,42.82696420511234,-0.2372672809968592,0.4409598958633967,57.28522958442889,53226.04636668976,high_school,female,east,0,target,-0.5761616817616719,0.4988738723121881,2.341496374235549,37,0.6,social_media,budget,2,29.01309907596271,female
4688,2024-01-03,0,530.0533647808684,8.36061269321513,-0.7053548928886118,0.330626050281907,22.03701533102257,12859.379938109416,bachelors,M,north,1,source,2.1265550055492137,-0.1001072721560239,-0.1894498925860716,9,0.4,email,premium,3,34.498145687432256,male
4132,2024-01-03,0,903.8848704342204,9.207433947383697,0.2926212824211336,0.5726377448145861,62.269627928147614,85769.49086664237,bachelors,female,west,1,source,-0.5523309240412123,1.542200628916687,-0.6831295731370902,22,0.1,display_ads,standard,2,15.696908813632128,female
326,2024-01-04,1,841.0609055454103,62.837321811741695,-0.7193229093940297,0.3275421003215873,34.2018757615336,55212.67321284663,bachelors,Male,central,1,source,-1.2774357837658397,-0.6451055650070078,1.1113586362812138,2,0.2,social_media,standard,3,12.84814277907372,male
4105,2024-01-04,0,804.3069255993706,7.977213361979095,0.0315678177848547,0.5078912991326313,44.72457807332998,68024.40442530175,bachelors,M,west,1,source,0.7841610603261889,0.342226644188092,0.9911649297307498,1,0.1,display_ads,standard,3,15.292888472677149,male
7715,2024-01-04,0,681.3881510905707,6.3879771883850776,-0.091355253781639,0.4771770572899466,47.19265844411955,36364.7914295037,bachelors,M,north,0,target,2.3259359814599216,0.7175669601849649,0.1744525192744754,4,0.2,paid_search,standard,3,36.52473429509493,male
7701,2024-01-04,0,701.9111052800819,6.975704631791279,-0.9504161766029384,0.2788011332028884,39.95627272877808,13132.3908382498,high_school,M,north,1,target,-0.90432769780499,0.8126116304074836,0.8892228163110387,32,0.3,display_ads,standard,4,24.58935053581072,male
3867,2024-01-04,1,1018.1624305293556,34.05682930077509,0.1446809938575382,0.5361072855104783,39.47587749312051,81646.46179368472,high_school,M,central,0,source,1.6934941302914046,-1.3273375605848614,0.2147792614255423,33,0.1,direct_mail,vip,5,39.65385070868832,male
8554,2024-01-04,1,1212.4989463241614,45.75393794369134,0.4682260334752361,0.6149637964556862,53.791126431304704,116801.38520523957,bachelors,F,west,0,source,0.1219482639837314,-0.2763284181057456,0.1588313068275494,25,0.2,display_ads,standard,4,34.91356911254941,female
5014,2024-01-04,0,637.0350497033746,7.17130178476873,-0.7006818163484901,0.3316610777088715,36.01113708891351,46657.04405337856,bachelors,Female,central,1,source,-0.9373749933027288,-0.9745844133722164,-1.4570358729746165,8,0.8,paid_search,standard,3,7.17857844307534,female
7639,2024-01-04,0,513.1681724456946,9.167631084307454,-0.9626658614622908,0.2763447626051372,35.71191617531319,10769.469236785662,high_school,Female,central,0,source,0.0770056133179439,-1.1681970647204163,-2.2950181016312565,4,0.3,social_media,premium,4,70.76629436536335,female
3078,2024-01-04,0,746.2535899247559,6.751937929006681,-0.3263800049027393,0.4191216835328232,50.39222815451384,35257.97595335806,bachelors,Male,west,1,source,0.0659783623670153,-0.5904837253922015,0.1397027024582643,42,0.1,direct_mail,budget,2,35.29426141476931,male
497,2024-01-04,0,736.3976038078097,7.274486536502949,-0.0514524975788376,0.4871397126304518,54.311276532349424,42265.159108451175,bachelors,F,north,1,source,0.6983519034483091,0.7102856063603938,-0.1783868502002903,40,0.1,social_media,standard,3,20.749637020660163,female
1912,2024-01-04,1,672.8324517506437,54.59015584658261,-0.4887948228391955,0.3801775176648456,24.24917815265221,74704.49618031757,bachelors,F,central,0,source,0.3958832615229228,1.3587009998045358,0.6349345992195856,48,0.2,social_media,standard,1,42.339443491639535,female
6392,2024-01-04,1,1060.828203004109,58.49937932531783,-0.0541643421681879,0.486462224029608,43.91776811919443,79789.04771703172,bachelors,male,south,1,target,-0.1520509086119688,-0.3356414775672044,-1.729863142924625,35,0.1,paid_search,standard,0,31.291559661688588,male
6027,2024-01-04,0,712.0861721410419,4.371012483393649,-0.1480154840682811,0.4630635398323987,54.90610394301936,38054.26192151745,high_school,Male,west,1,source,0.3665990892807848,0.3444594987104053,0.6346164004280508,7,0.1,display_ads,standard,2,26.520171991516573,male
2729,2024-01-04,0,1605.2629221673162,8.96289900543994,-1.220543844026653,0.2278407582873904,32.01784164740347,10000.0,bachelors,M,north,1,source,-1.3045033848736127,-0.896158952198793,0.668173886439874,32,0.1,paid_search,budget,3,51.13513257751855,male
1329,2024-01-04,1,536.3050060815287,27.371084575889085,-1.3021815261777214,0.2137980986138802,19.751115432080905,10000.0,bachelors,male,east,1,target,-0.4860191740966975,-0.6000193495298985,0.2117706145909442,3,0.6,email,premium,1,26.520171991516573,male
7113,2024-01-04,1,1125.4952603136462,68.396076199887,0.0915827205010278,0.5228796906106595,60.17027759845922,79611.96029603407,bachelors,M,north,0,source,-0.5397121721424842,1.4765937177030417,-0.1529258895330637,43,0.8,paid_search,budget,1,34.01457738274159,male
5707,2024-01-04,0,746.2765778109388,9.47315954183386,-0.1787430446528766,0.4554328323541939,59.250318659323085,62394.91173487285,bachelors,Male,east,0,source,-0.9384926759403344,-0.5688091684376555,0.0752644266708082,30,0.3,display_ads,vip,3,17.855856875908373,male
1724,2024-01-04,1,2311.869588897529,30.82650481041254,-0.5001680827224908,0.3775011695475209,41.17658869125505,42367.80106503528,bachelors,F,central,0,target,0.2631106640102761,-2.3374460110014015,-0.1690820551407694,4,0.3,display_ads,vip,3,26.520171991516573,female
7366,2024-01-04,0,629.9826216334695,5.437180501355675,0.1059008463645291,0.5264504960414189,40.633945974474685,70534.40006603308,bachelors,male,north,1,target,1.439389631073524,1.1834013361333844,0.5214076064706789,33,0.8,display_ads,budget,2,10.194593841122236,male
9828,2024-01-04,1,886.9894345747912,71.7103859532444,-0.2117252135766387,0.4472655460165589,63.20966474631518,29980.35747517888,high_school,F,east,0,source,0.1213895837263441,1.7244822678366891,0.8932548971914155,11,0.3,direct_mail,budget,6,51.04076581945417,female
969,2024-01-04,0,701.9111052800819,7.789250394547609,-0.857706961311809,0.2978186496805859,28.5761820244567,34096.13440952138,high_school,M,north,0,target,0.1490402705192167,0.6611822534012646,0.8731975635753021,48,0.8,email,standard,2,12.472455318707368,male
9813,2024-01-04,0,398.5903426704193,5.113479254218494,-1.0523431048599123,0.2587754142726534,27.6420803406537,10000.0,bachelors,Female,central,1,source,-0.0259235583649318,1.0656482402703886,-1.3900951470840663,38,0.2,direct_mail,budget,4,30.43517427779735,female
1487,2024-01-04,0,550.3831182925516,11.927554773022155,-1.027436496949245,0.2635813944525652,19.538410092724625,38766.65571027614,bachelors,male,west,0,target,-0.0293562795324948,1.7553706649283336,0.3052368913462673,38,0.6,paid_search,standard,3,13.21422849782174,male
5497,2024-01-04,1,769.7257849793953,56.03301349532529,-0.5478886500443616,0.3663543969024984,32.40866063212167,33943.42920362949,masters,female,east,1,source,-0.6774807736154494,1.3534279783809444,-0.0138965923394384,34,0.2,email,standard,2,20.1171196109728,female
949,2024-01-04,0,702.3534532113079,6.895105547105855,-0.0764343558239004,0.4809007086458594,54.36990912220028,16261.047292497791,masters,F,north,0,source,0.8677849440355784,0.5630892015324804,0.6849455875676908,30,0.1,direct_mail,standard,3,50.74098342727904,female
5286,2024-01-05,1,582.0878971087245,49.23114704380109,-1.1535930057152783,0.2398334179465993,31.070414534590263,18111.65933594584,bachelors,F,north,1,target,-1.280589448832711,0.0413468559844796,-2.19035643166635,18,0.3,display_ads,standard,4,20.773838950018263,female
